,weather,scenario,status
1519,snow,ghost_cutin,Failed -- Accident
1520,clear,ghost_cutin,Completed
1521,cloudy,ghost_cutin,Completed
1522,rain,ghost_cutin,Completed
1523,snow,ghost_cutin,Failed -- Accident
1524,clear,ghost_cutin,Completed
1525,cloudy,ghost_cutin,Completed
1526,rain,ghost_cutin,Completed
1527,snow,ghost_cutin,Completed
1528,clear,ghost_cutin,Completed
1529,cloudy,ghost_cutin,Completed
1530,rain,ghost_cutin,Completed
1531,snow,ghost_cutin,Completed
1532,clear,ghost_cutin,Completed
1533,cloudy,ghost_cutin,Completed
1534,rain,ghost_cutin,Completed
1535,snow,ghost_cutin,Completed
1536,clear,ghost_cutin,Completed
1537,cloudy,ghost_cutin,Completed
1538,rain,ghost_cutin,Completed
1539,snow,ghost_cutin,Completed
1540,clear,ghost_cutin,Completed
1541,cloudy,ghost_cutin,Completed
1542,rain,ghost_cutin,Completed
1543,snow,ghost_cutin,Completed
1544,clear,ghost_cutin,Completed
1545,cloudy,ghost_cutin,Completed
1546,rain,ghost_cutin,Completed
1547,snow,ghost_cutin,Completed
1548,clear,ghost_cutin,Completed
1549,cloudy,ghost_cutin,Failed -- Accident
1550,rain,ghost_cutin,Completed
1551,snow,ghost_cutin,Completed
1552,clear,ghost_cutin,Completed
1553,cloudy,ghost_cutin,Completed
1554,rain,ghost_cutin,Completed
1555,snow,ghost_cutin,Completed
1556,clear,ghost_cutin,Completed
1557,cloudy,ghost_cutin,Completed
1558,rain,ghost_cutin,Completed
1559,snow,ghost_cutin,Completed
1560,clear,ghost_cutin,Completed
1561,cloudy,ghost_cutin,Completed
1562,rain,ghost_cutin,Completed
1563,snow,ghost_cutin,Completed
1564,clear,ghost_cutin,Completed
1565,cloudy,ghost_cutin,Completed
1566,rain,ghost_cutin,Completed
1567,snow,ghost_cutin,Completed
1568,clear,ghost_cutin,Completed
1569,cloudy,ghost_cutin,Completed
1570,rain,ghost_cutin,Completed
1571,snow,ghost_cutin,Failed -- Accident
1572,clear,ghost_cutin,Completed
1573,cloudy,ghost_cutin,Completed
1574,rain,ghost_cutin,Completed
1575,snow,ghost_cutin,Completed
1576,clear,ghost_cutin,Completed
1577,cloudy,ghost_cutin,Completed
1578,rain,ghost_cutin,Completed
1579,snow,ghost_cutin,Completed
1580,clear,ghost_cutin,Completed
1581,cloudy,ghost_cutin,Completed
1582,rain,ghost_cutin,Completed
1583,snow,ghost_cutin,Completed
1584,clear,ghost_cutin,Completed
1585,cloudy,ghost_cutin,Completed
1586,rain,ghost_cutin,Completed
1587,snow,ghost_cutin,Completed
1588,clear,ghost_cutin,Completed
1589,cloudy,ghost_cutin,Completed
1590,rain,ghost_cutin,Completed
1591,snow,ghost_cutin,Failed -- Accident
1592,clear,ghost_cutin,Completed
1593,cloudy,ghost_cutin,Completed
1594,rain,ghost_cutin,Completed
1595,snow,ghost_cutin,Completed
1596,clear,ghost_cutin,Completed
1597,cloudy,ghost_cutin,Completed
1598,rain,ghost_cutin,Completed
1599,snow,ghost_cutin,Completed
1600,clear,ghost_cutin,Completed
1601,cloudy,ghost_cutin,Completed
1602,rain,ghost_cutin,Completed
1603,snow,ghost_cutin,Failed -- Accident
1604,clear,ghost_cutin,Completed
1605,cloudy,ghost_cutin,Completed
1606,rain,ghost_cutin,Failed -- Accident
1607,snow,ghost_cutin,Completed
1608,clear,ghost_cutin,Completed
1609,cloudy,ghost_cutin,Completed
1610,rain,ghost_cutin,Completed
1611,snow,ghost_cutin,Completed
1612,clear,ghost_cutin,Completed
1613,cloudy,ghost_cutin,Completed
1614,rain,ghost_cutin,Completed
1615,snow,ghost_cutin,Completed
1616,clear,ghost_cutin,Completed
1617,cloudy,ghost_cutin,Failed -- Accident
1618,rain,ghost_cutin,Completed
1619,snow,ghost_cutin,Completed
1620,clear,ghost_cutin,Completed
1621,cloudy,ghost_cutin,Completed
1622,rain,ghost_cutin,Completed
1623,snow,ghost_cutin,Completed
1624,clear,ghost_cutin,Completed
1625,cloudy,ghost_cutin,Completed
1626,rain,ghost_cutin,Completed
1627,snow,ghost_cutin,Completed
1628,clear,ghost_cutin,Completed
1629,cloudy,ghost_cutin,Completed
1630,rain,ghost_cutin,Completed
1631,snow,ghost_cutin,Completed
1632,clear,ghost_cutin,Completed
1633,cloudy,ghost_cutin,Completed
1634,rain,ghost_cutin,Failed -- Accident
1635,snow,ghost_cutin,Completed
1636,clear,ghost_cutin,Completed
1637,cloudy,ghost_cutin,Completed
1638,rain,ghost_cutin,Completed
1639,snow,ghost_cutin,Completed
1640,clear,ghost_cutin,Completed
1641,cloudy,ghost_cutin,Completed
1642,rain,ghost_cutin,Completed
1643,snow,ghost_cutin,Completed
1644,clear,ghost_cutin,Completed
1645,cloudy,ghost_cutin,Completed
1646,rain,ghost_cutin,Completed
1647,snow,ghost_cutin,Completed
1648,clear,ghost_cutin,Completed
1649,cloudy,ghost_cutin,Completed
1650,rain,ghost_cutin,Completed
1651,snow,ghost_cutin,Failed -- Accident
1652,clear,ghost_cutin,Completed
1653,cloudy,ghost_cutin,Completed
1654,rain,ghost_cutin,Completed
1655,snow,ghost_cutin,Failed -- Accident
1656,clear,ghost_cutin,Completed
1657,cloudy,ghost_cutin,Completed
1658,rain,ghost_cutin,Completed
1659,snow,ghost_cutin,Completed
1660,clear,ghost_cutin,Completed
1661,cloudy,ghost_cutin,Completed
1662,rain,ghost_cutin,Completed
1663,snow,ghost_cutin,Completed
1664,clear,ghost_cutin,Completed
1665,cloudy,ghost_cutin,Completed
1666,rain,ghost_cutin,Completed
1667,snow,ghost_cutin,Completed
1668,clear,ghost_cutin,Completed
1669,cloudy,ghost_cutin,Completed
1670,rain,ghost_cutin,Completed
1671,snow,ghost_cutin,Failed -- Accident
1672,clear,ghost_cutin,Completed
1673,cloudy,ghost_cutin,Completed
1674,rain,ghost_cutin,Completed
1675,snow,ghost_cutin,Completed
1676,clear,ghost_cutin,Completed
1677,cloudy,ghost_cutin,Completed
1678,rain,ghost_cutin,Completed
1679,snow,ghost_cutin,Failed -- Accident
1680,clear,ghost_cutin,Completed
1681,cloudy,ghost_cutin,Completed
1682,rain,ghost_cutin,Completed
1683,snow,ghost_cutin,Completed
1684,clear,ghost_cutin,Completed
1685,cloudy,ghost_cutin,Completed
1686,rain,ghost_cutin,Completed
1687,snow,ghost_cutin,Completed
1688,clear,ghost_cutin,Completed
1689,cloudy,ghost_cutin,Completed
1690,rain,ghost_cutin,Completed
1691,snow,ghost_cutin,Completed
1692,clear,ghost_cutin,Completed
1693,cloudy,ghost_cutin,Completed
1694,rain,ghost_cutin,Completed
1695,snow,ghost_cutin,Completed
1696,clear,ghost_cutin,Completed
1697,cloudy,ghost_cutin,Completed
1698,rain,ghost_cutin,Completed
1699,snow,ghost_cutin,Completed
1700,clear,ghost_cutin,Completed
1701,cloudy,ghost_cutin,Failed -- Accident
1702,rain,ghost_cutin,Completed
1703,snow,ghost_cutin,Completed
1704,clear,ghost_cutin,Completed
1705,cloudy,ghost_cutin,Failed -- Simulator crashed
1706,rain,ghost_cutin,Completed
1707,snow,ghost_cutin,Completed
1708,clear,ghost_cutin,Completed
1709,cloudy,ghost_cutin,Completed
1710,rain,ghost_cutin,Completed
1711,snow,ghost_cutin,Completed
1712,clear,ghost_cutin,Completed
1713,cloudy,ghost_cutin,Completed
1714,rain,ghost_cutin,Completed
1715,snow,ghost_cutin,Completed
1716,clear,ghost_cutin,Completed
1717,cloudy,ghost_cutin,Completed
1718,rain,ghost_cutin,Completed
1719,snow,ghost_cutin,Completed
1720,clear,ghost_cutin,Completed
1721,cloudy,ghost_cutin,Failed -- Accident
1722,rain,ghost_cutin,Completed
1723,snow,ghost_cutin,Completed
1724,clear,ghost_cutin,Completed
1725,cloudy,ghost_cutin,Completed
1726,rain,ghost_cutin,Completed
1727,snow,ghost_cutin,Failed -- Accident
1728,clear,ghost_cutin,Completed
1729,cloudy,ghost_cutin,Failed -- Accident
1730,rain,ghost_cutin,Completed
1731,snow,ghost_cutin,Completed
1732,clear,ghost_cutin,Completed
1733,cloudy,ghost_cutin,Completed
1734,rain,ghost_cutin,Completed
1735,snow,ghost_cutin,Completed
1736,clear,ghost_cutin,Completed
1737,cloudy,ghost_cutin,Completed
1738,rain,ghost_cutin,Completed
1739,snow,ghost_cutin,Completed
1740,clear,ghost_cutin,Completed
1741,cloudy,ghost_cutin,Completed
1742,rain,ghost_cutin,Completed
1743,snow,ghost_cutin,Completed
1744,clear,ghost_cutin,Completed
1745,cloudy,ghost_cutin,Completed
1746,rain,ghost_cutin,Failed -- Simulator crashed
1747,snow,ghost_cutin,Failed -- Accident
1748,clear,ghost_cutin,Completed
1749,cloudy,ghost_cutin,Completed
1750,rain,ghost_cutin,Completed
1751,snow,ghost_cutin,Completed
1752,clear,ghost_cutin,Completed
1753,cloudy,ghost_cutin,Completed
1754,rain,ghost_cutin,Completed
1755,snow,ghost_cutin,Completed
1756,clear,ghost_cutin,Completed
1757,cloudy,ghost_cutin,Completed
1758,rain,ghost_cutin,Completed
1759,snow,ghost_cutin,Completed
1760,clear,ghost_cutin,Completed
1761,cloudy,ghost_cutin,Failed -- Accident
1762,rain,ghost_cutin,Completed
1763,snow,ghost_cutin,Failed -- Accident
1764,clear,ghost_cutin,Failed -- Accident
1765,cloudy,ghost_cutin,Completed
1766,rain,ghost_cutin,Completed
1767,snow,ghost_cutin,Completed
1768,clear,ghost_cutin,Completed
1769,cloudy,ghost_cutin,Failed -- Simulator crashed
1770,rain,ghost_cutin,Completed
1771,snow,ghost_cutin,Completed
1772,clear,ghost_cutin,Completed
1773,cloudy,ghost_cutin,Completed
1774,rain,ghost_cutin,Completed
1775,snow,ghost_cutin,Completed
1776,clear,ghost_cutin,Completed
1777,cloudy,ghost_cutin,Completed
1778,rain,ghost_cutin,Completed
1779,snow,ghost_cutin,Completed
1780,clear,ghost_cutin,Completed
1781,cloudy,ghost_cutin,Completed
1782,rain,ghost_cutin,Completed
1783,snow,ghost_cutin,Completed
1784,clear,ghost_cutin,Completed
1785,cloudy,ghost_cutin,Completed
1786,rain,ghost_cutin,Completed
1787,snow,ghost_cutin,Failed -- Accident
1788,clear,ghost_cutin,Completed
1789,cloudy,ghost_cutin,Completed
1790,rain,ghost_cutin,Completed
1791,snow,ghost_cutin,Failed -- Accident
1792,clear,ghost_cutin,Completed
1793,cloudy,ghost_cutin,Completed
1794,rain,ghost_cutin,Completed
1795,snow,ghost_cutin,Completed
1796,clear,ghost_cutin,Completed
1797,cloudy,ghost_cutin,Completed
1798,rain,ghost_cutin,Completed
1799,snow,ghost_cutin,Failed -- Accident
1800,clear,ghost_cutin,Completed
1801,cloudy,ghost_cutin,Completed
1802,rain,ghost_cutin,Completed
1803,snow,ghost_cutin,Completed
1804,clear,ghost_cutin,Completed
1805,cloudy,ghost_cutin,Completed
1806,rain,ghost_cutin,Completed
1807,snow,ghost_cutin,Completed
1808,clear,ghost_cutin,Completed
1809,cloudy,ghost_cutin,Completed
1810,rain,ghost_cutin,Completed
1811,snow,ghost_cutin,Completed
1812,clear,ghost_cutin,Failed -- Accident
1813,cloudy,ghost_cutin,Completed
1814,rain,ghost_cutin,Completed
1815,snow,ghost_cutin,Completed
1816,clear,ghost_cutin,Completed
1817,cloudy,ghost_cutin,Completed
1818,rain,ghost_cutin,Completed
1819,snow,ghost_cutin,Failed -- Accident
1820,clear,ghost_cutin,Completed
1821,cloudy,ghost_cutin,Completed
1822,rain,ghost_cutin,Completed
1823,snow,ghost_cutin,Completed
1824,clear,ghost_cutin,Completed
1825,cloudy,ghost_cutin,Completed
1826,rain,ghost_cutin,Completed
1827,snow,ghost_cutin,Completed
1828,clear,ghost_cutin,Completed
1829,cloudy,ghost_cutin,Completed
1830,rain,ghost_cutin,Completed
1831,snow,ghost_cutin,Completed
1832,clear,ghost_cutin,Completed
1833,cloudy,ghost_cutin,Completed
1834,rain,ghost_cutin,Failed -- Accident
1835,snow,ghost_cutin,Completed
1836,clear,ghost_cutin,Completed
1837,cloudy,ghost_cutin,Completed
1838,rain,ghost_cutin,Completed
1839,snow,ghost_cutin,Completed
1840,clear,ghost_cutin,Completed
1841,cloudy,ghost_cutin,Completed
1842,rain,ghost_cutin,Completed
1843,snow,ghost_cutin,Completed
1844,clear,ghost_cutin,Completed
1845,cloudy,ghost_cutin,Completed
1846,rain,ghost_cutin,Completed
1847,snow,ghost_cutin,Completed
1848,clear,ghost_cutin,Completed
1849,cloudy,ghost_cutin,Completed
1850,rain,ghost_cutin,Completed
1851,snow,ghost_cutin,Failed -- Accident
1852,clear,ghost_cutin,Completed
1853,cloudy,ghost_cutin,Completed
1854,rain,ghost_cutin,Completed
1855,snow,ghost_cutin,Completed
1856,clear,ghost_cutin,Completed
1857,cloudy,ghost_cutin,Completed
1858,rain,ghost_cutin,Completed
1859,snow,ghost_cutin,Completed
1860,clear,ghost_cutin,Completed
1861,cloudy,ghost_cutin,Completed
1862,rain,ghost_cutin,Completed
1863,snow,ghost_cutin,Failed -- Accident
1864,clear,ghost_cutin,Completed
1865,cloudy,ghost_cutin,Completed
1866,rain,ghost_cutin,Completed
1867,snow,ghost_cutin,Completed
1868,clear,ghost_cutin,Completed
1869,cloudy,ghost_cutin,Completed
1870,rain,ghost_cutin,Completed
1871,snow,ghost_cutin,Failed -- Accident
1872,clear,ghost_cutin,Completed
1873,cloudy,ghost_cutin,Completed
1874,rain,ghost_cutin,Completed
1875,snow,ghost_cutin,Completed
1876,clear,ghost_cutin,Completed
1877,cloudy,ghost_cutin,Failed -- Accident
1878,rain,ghost_cutin,Completed
1879,snow,ghost_cutin,Failed -- Accident
1880,clear,ghost_cutin,Completed
1881,cloudy,ghost_cutin,Completed
1882,rain,ghost_cutin,Completed
1883,snow,ghost_cutin,Completed
1884,clear,ghost_cutin,Completed
1885,cloudy,ghost_cutin,Completed
1886,rain,ghost_cutin,Completed
1887,snow,ghost_cutin,Completed
1888,clear,ghost_cutin,Completed
1889,cloudy,ghost_cutin,Completed
1890,rain,ghost_cutin,Completed
1891,snow,ghost_cutin,Completed
1892,clear,ghost_cutin,Completed
1893,cloudy,ghost_cutin,Completed
1894,rain,ghost_cutin,Completed
1895,snow,ghost_cutin,Completed
1896,clear,ghost_cutin,Failed -- Simulator crashed
1897,cloudy,ghost_cutin,Completed
1898,rain,ghost_cutin,Completed
1899,snow,ghost_cutin,Completed
1900,clear,ghost_cutin,Completed
1901,cloudy,ghost_cutin,Completed
1902,rain,ghost_cutin,Completed
1903,snow,ghost_cutin,Failed -- Accident
1904,clear,ghost_cutin,Completed
1905,cloudy,ghost_cutin,Completed
1906,rain,ghost_cutin,Completed
1907,snow,ghost_cutin,Completed
1908,clear,ghost_cutin,Completed
1909,cloudy,ghost_cutin,Completed
1910,rain,ghost_cutin,Completed
1911,snow,ghost_cutin,Completed
1912,clear,ghost_cutin,Completed
1913,cloudy,ghost_cutin,Completed
1914,rain,ghost_cutin,Completed
1915,snow,ghost_cutin,Completed
1916,clear,ghost_cutin,Completed
1917,cloudy,ghost_cutin,Completed
1918,rain,ghost_cutin,Completed
1919,snow,ghost_cutin,Failed -- Accident
1920,clear,ghost_cutin,Completed
1921,cloudy,ghost_cutin,Completed
1922,rain,ghost_cutin,Completed
1923,snow,ghost_cutin,Failed -- Accident
1924,clear,ghost_cutin,Completed
1925,cloudy,ghost_cutin,Completed
1926,rain,ghost_cutin,Completed
1927,snow,ghost_cutin,Failed -- Accident
1928,clear,ghost_cutin,Completed
1929,cloudy,ghost_cutin,Completed
1930,rain,ghost_cutin,Completed
1931,snow,ghost_cutin,Completed
1932,clear,ghost_cutin,Completed
1933,cloudy,ghost_cutin,Completed
1934,rain,ghost_cutin,Completed
1935,snow,ghost_cutin,Completed
1936,clear,ghost_cutin,Completed
1937,cloudy,ghost_cutin,Completed
1938,rain,ghost_cutin,Completed
1939,snow,ghost_cutin,Completed
1940,clear,ghost_cutin,Completed
1941,cloudy,ghost_cutin,Completed
1942,rain,ghost_cutin,Completed
1943,snow,ghost_cutin,Completed
1944,clear,ghost_cutin,Completed
1945,cloudy,ghost_cutin,Completed
1946,rain,ghost_cutin,Completed
1947,snow,ghost_cutin,Completed
1948,clear,ghost_cutin,Completed
1949,cloudy,ghost_cutin,Completed
1950,rain,ghost_cutin,Completed
1951,snow,ghost_cutin,Completed
1952,clear,ghost_cutin,Completed
1953,cloudy,ghost_cutin,Completed
1954,rain,ghost_cutin,Completed
1955,snow,ghost_cutin,Completed
1956,clear,ghost_cutin,Completed
1957,cloudy,ghost_cutin,Completed
1958,rain,ghost_cutin,Failed -- Accident
1959,snow,ghost_cutin,Completed
1960,clear,ghost_cutin,Completed
1961,cloudy,ghost_cutin,Completed
1962,rain,ghost_cutin,Completed
1963,snow,ghost_cutin,Failed -- Accident
1964,clear,ghost_cutin,Completed
1965,cloudy,ghost_cutin,Failed -- Accident
1966,rain,ghost_cutin,Completed
1967,snow,ghost_cutin,Completed
1968,clear,ghost_cutin,Completed
1969,cloudy,ghost_cutin,Completed
1970,rain,ghost_cutin,Completed
1971,snow,ghost_cutin,Failed -- Accident
1972,clear,ghost_cutin,Completed
1973,cloudy,ghost_cutin,Completed
1974,rain,ghost_cutin,Completed
1975,snow,ghost_cutin,Completed
1976,clear,ghost_cutin,Completed
1977,cloudy,ghost_cutin,Completed
1978,rain,ghost_cutin,Completed
1979,snow,ghost_cutin,Completed
1980,clear,ghost_cutin,Completed
1981,cloudy,ghost_cutin,Completed
1982,rain,ghost_cutin,Completed
1983,snow,ghost_cutin,Completed
1984,clear,ghost_cutin,Completed
1985,cloudy,ghost_cutin,Completed
1986,rain,ghost_cutin,Completed
1987,snow,ghost_cutin,Completed
1988,clear,ghost_cutin,Completed
1989,cloudy,ghost_cutin,Completed
1990,rain,ghost_cutin,Completed
1991,snow,ghost_cutin,Failed -- Accident
1992,clear,ghost_cutin,Completed
1993,cloudy,ghost_cutin,Completed
1994,rain,ghost_cutin,Completed
1995,snow,ghost_cutin,Completed
1996,clear,ghost_cutin,Completed
1997,cloudy,ghost_cutin,Completed
1998,rain,ghost_cutin,Completed
1999,snow,ghost_cutin,Completed
